timestamp,epoch,elapsed_s,phase,ok,sample_latency_s,cluster_status,nodes_total,data_nodes,active_shards,active_shards_percent,relocating_shards,initializing_shards,unassigned_shards,pending_tasks,task_max_waiting_millis,alias_targets,physical_indices,index_docs_total,index_store,error
2026-07-28T23:54:18-04:00,1785297258.217,1671.4,rebuilding,1,36.66,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=290394,3128118,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=881.9mb,
2026-07-28T23:55:49-04:00,1785297349.13,1762.3,rebuilding,1,30.91,green,7,4,76,100.0,0,0,0,2,1045,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=179568,3017292,datasets=4.5gb;datasets-30415669331-1=1.6kb;datasets-30416434329-1=2.1gb;datasets-30420116330-1=629.8mb,
2026-07-28T23:57:06-04:00,1785297426.116,1839.3,rebuilding,1,16.98,yellow,7,4,59,77.63157894736842,0,2,15,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=410964,3248688,datasets=4.5gb;datasets-30415669331-1=1.6kb;datasets-30416434329-1=2.1gb;datasets-30420116330-1=731.5mb,
2026-07-28T23:58:11-04:00,1785297491.181,1904.3,rebuilding,1,5.03,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=421134,3258858,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.1gb,
2026-07-28T23:59:22-04:00,1785297562.429,1975.6,rebuilding,1,11.24,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=421134,3258858,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.1gb,
2026-07-29T00:00:45-04:00,1785297645.921,2059.1,rebuilding,1,23.49,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=421134,3258858,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.2gb,
2026-07-29T00:02:21-04:00,1785297741.174,2154.3,rebuilding,1,35.24,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=421134,3258858,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.3gb,
2026-07-29T00:03:33-04:00,1785297813.95,2227.1,rebuilding,1,12.77,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=421134,3258858,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.4gb,
2026-07-29T00:04:38-04:00,1785297878.848,2292.0,rebuilding,1,4.89,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=498201,3335925,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.4gb,
2026-07-29T00:05:42-04:00,1785297942.921,2356.1,rebuilding,1,4.07,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=498201,3335925,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.5gb,
2026-07-29T00:07:02-04:00,1785298022.089,2435.2,rebuilding,1,19.16,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=498201,3335925,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.6gb,
2026-07-29T00:08:23-04:00,1785298103.547,2516.7,rebuilding,1,21.45,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=498201,3335925,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.6gb,
2026-07-29T00:09:43-04:00,1785298183.158,2596.3,rebuilding,1,19.6,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=498201,3335925,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.7gb,
2026-07-29T00:10:51-04:00,1785298251.728,2664.9,rebuilding,1,8.56,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=617445,3455169,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.8gb,
2026-07-29T00:11:55-04:00,1785298315.662,2728.8,rebuilding,1,3.96,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=617445,3455169,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=1.8gb,
2026-07-29T00:13:39-04:00,1785298419.987,2833.2,rebuilding,1,44.32,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=792750,3630474,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2gb,
2026-07-29T00:14:57-04:00,1785298497.992,2911.2,rebuilding,1,18.0,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=792750,3630474,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2gb,
2026-07-29T00:16:02-04:00,1785298562.148,2975.3,rebuilding,1,4.16,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=792750,3630474,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2gb,
2026-07-29T00:17:14-04:00,1785298634.248,3047.4,rebuilding,1,12.09,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=792750,3630474,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2.1gb,
2026-07-29T00:18:24-04:00,1785298704.153,3117.3,rebuilding,1,9.89,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=792750,3630474,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2.1gb,
2026-07-29T00:19:40-04:00,1785298780.843,3194.0,rebuilding,1,16.68,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=792750,3630474,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2.3gb,
2026-07-29T00:20:47-04:00,1785298847.356,3260.5,rebuilding,1,6.51,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=874806,3712530,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2.3gb,
2026-07-29T00:21:54-04:00,1785298914.762,3327.9,rebuilding,1,7.4,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=874806,3712530,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2.3gb,
2026-07-29T00:23:03-04:00,1785298983.191,3396.4,rebuilding,1,8.42,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1004916,3842640,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2.4gb,
2026-07-29T00:24:07-04:00,1785299047.177,3460.4,rebuilding,1,3.98,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1012971,3850695,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2.6gb,
2026-07-29T00:25:29-04:00,1785299129.342,3542.5,rebuilding,1,22.16,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1068546,3906270,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2.7gb,
2026-07-29T00:26:43-04:00,1785299203.62,3616.8,rebuilding,1,14.27,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1068546,3906270,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2.7gb,
2026-07-29T00:28:06-04:00,1785299286.117,3699.3,rebuilding,1,22.49,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1068546,3906270,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2.9gb,
2026-07-29T00:29:10-04:00,1785299350.776,3764.0,rebuilding,1,4.65,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1068546,3906270,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=2.9gb,
2026-07-29T00:30:24-04:00,1785299424.201,3837.4,rebuilding,1,13.42,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1068546,3906270,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3gb,
2026-07-29T00:31:35-04:00,1785299495.89,3909.1,rebuilding,1,11.68,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1068546,3906270,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3gb,
2026-07-29T00:32:51-04:00,1785299571.538,3984.7,rebuilding,1,15.64,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1141524,3979248,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3.1gb,
2026-07-29T00:34:07-04:00,1785299647.013,4060.2,rebuilding,1,15.46,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1384830,4222554,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3.2gb,
2026-07-29T00:35:23-04:00,1785299723.157,4136.4,rebuilding,1,16.14,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1384830,4222554,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3.3gb,
2026-07-29T00:36:30-04:00,1785299790.592,4203.8,rebuilding,1,7.4,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1384830,4222554,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3.3gb,
2026-07-29T00:37:49-04:00,1785299869.013,4282.2,rebuilding,1,18.41,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1458849,4296573,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3.4gb,
2026-07-29T00:39:00-04:00,1785299940.755,4353.9,rebuilding,1,11.74,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1458849,4296573,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3.5gb,
2026-07-29T00:40:26-04:00,1785300026.944,4440.1,rebuilding,1,26.18,green,7,4,66,100.0,0,0,0,0,0,datasets-30420116330-1,datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1643838,2837835,datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3.7gb,
2026-07-29T00:41:32-04:00,1785300092.38,4505.5,finished,1,5.43,green,7,4,66,100.0,0,0,0,0,0,datasets-30420116330-1,datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1643838,2837835,datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3.7gb,
2026-07-29T00:42:36-04:00,1785300156.215,4569.4,finished,1,3.83,green,7,4,66,100.0,0,0,0,0,0,datasets-30420116330-1,datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1643838,2837835,datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3.7gb,
2026-07-29T00:43:41-04:00,1785300221.627,4634.8,finished,1,5.41,green,7,4,66,100.0,0,0,0,0,0,datasets-30420116330-1,datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=1643838,2837835,datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=3.7gb,
